Date,XGBoost NExog Full Forecast
2026-07-01,8.095988273620605
2026-08-01,8.062081336975098
2026-09-01,8.912900924682617
2026-10-01,9.91796875
2026-11-01,8.9210786819458
2026-12-01,11.395188331604004
2027-01-01,7.37736177444458
2027-02-01,11.550593376159668
2027-03-01,6.884829998016357
2027-04-01,9.872710227966309
2027-05-01,6.840050220489502
2027-06-01,9.169373512268066
