,0
2026-07-01,0.9486166007905084
2026-08-01,1.500789889415488
2026-09-01,1.7418844022169422
2026-10-01,1.6600790513833896
2026-11-01,1.4960629921259905
2026-12-01,1.8010963194988294
2027-01-01,2.024922118380057
2027-02-01,2.4199843871975046
2027-03-01,4.068857589984343
2027-04-01,7.22702278083267
2027-05-01,6.76100628930818
2027-06-01,6.362922230950519
