Date,XGBoost NExog Red Forecast
2026-06-01,7.76053524017334
2026-07-01,7.63198184967041
2026-08-01,8.992358207702637
2026-09-01,8.615249633789062
2026-10-01,8.730095863342285
2026-11-01,8.269925117492676
