Date,XGBoost Exog Forecast
2026-07-01,6.774941921234131
2026-08-01,6.208397388458252
2026-09-01,5.9546799659729
2026-10-01,5.4575018882751465
2026-11-01,5.417150974273682
2026-12-01,5.141674518585205
2027-01-01,5.0016021728515625
2027-02-01,4.943663120269775
2027-03-01,4.996458053588867
2027-04-01,4.391083717346191
2027-05-01,4.208425998687744
2027-06-01,3.7269046306610107
